names,references,prices,descriptions,disponibilities,Système d'exploitation,Processeur,Réf processeur,Mémoire,Disque Dur,Carte Graphique,Réf Carte graphique,Taille Ecran,Type Ecran,Ecran Tactile,Lecteurs/Graveurs,Réseau,Caméra,Garantie,Taux de Rafraîchissement
PC PORTABLE ASUS EXPERTBOOK B2 B2502CBA,B2502CBA-KJ1662-24,1,"Écran 15.6"" Full HD (1920 x 1080 ) - Processeur Intel Core i3-1215U (Up to 4.4 GHz, 10 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD 512 Go - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - 1x USB 2.0 Type-A - 1x USB 3.2 Gen 1 Type-A - 1x USB 3.2 Gen 2 Type-C - RJ45 - Jack 3,5mm - 720p HD camera - Capteur d'empreintes digitales intégré - Clavier rétroéclairé avec SensePoin - Couleur Bleu - Garantie 1 an",En stock,,Intel Core I3,,24 Go,,,,,,,,,,,
PC PORTABLE DELL VOSTRO 3530,N1612PVNB3530-UBU-16,1,"Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i3-1305U, 12e génération, up to 4.5 GHz, 10 Mo de mémoire Cache - Mémoire 16 Go - Disque SSD 512 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Webcam - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,16 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBU-24W11P,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 24 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - FreeDos - Couleur Noir - Windows 11 pro - Garantie 1  an",En stock,,Intel Core I3,,24 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0053NK,A2AP0EA-32,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an",En stock,,Intel Core I3,,32 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504,X1504V-NJ519-20SAC,1,"Ecran 15.6"" LED Full HD - Processeur Intel Core i3-1315U Up to 4.5 GHz, 10 Mo de mémoire cache - Mémoire 20 Go - Disque 256 Go SSD - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Couleur Silver - Windows 11 -  Avec SACOCHE Offerte -  Garantie 1 an",En stock,,Intel Core I3,,20 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0052NK,A2MM1EA-32,1,"Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu'à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graohics Intégrée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an",En stock,,Intel Core I3,,32 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1502ZA,X1502ZA-EJ674W-20,1,"Ecran 15.6"" LED Full HD - Processeur Intel Core i3-1215U Up to 4.4 GHz, 10 Mo de mémoire cache - Mémoire 20 Go - Disque SSD 256 Go - Carte graphique Intel UHD Graphics - WiFi - Bluetooth - HDMI -  USB 3.2 Type C - USB 3.2 Type-A - Jack 3,5mm - Webcam - Couleur Bleu - Windows 11 - Garantie 1 an + Sac à dos Offerte",En stock,,Intel Core I3,,20 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504VA,X1504VA-NJ784W,1,"Écran 15.6"" Full HD (1920 x 1080), rétroéclairage LED,60 Hz, antireflet - Processeur Intel Core 3-100U, (jusqu'à 4,7 GHz,10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Graphics - 1x USB 2.0 - 1x USB Type-C 3.2 - 2x USB 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur / Microphone intégré - Lecteur d'empreinte digitale - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Bleu calme - Garantie 1 an",En stock,,Intel Core 3,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS EXPERTBOOK B2 B2502CBA,B2502CBA-KJ1662-32,1,"Écran 15.6"" Full HD (1920 x 1080 ) - Processeur Intel Core i3-1215U (Up to 4.4 GHz, 10 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD 512 Go - Carte graphique Intel UHD graphics - WiFi - Bluetooth - HDMI - 1x USB 2.0 Type-A - 1x USB 3.2 Gen 1 Type-A - 1x USB 3.2 Gen 2 Type-C - RJ45 - Jack 3,5mm - 720p HD camera - Capteur d'empreintes digitales intégré - Clavier rétroéclairé avec SensePoin - Couleur Bleu - Garantie 1 an",En stock,,Intel Core I3,,32 Go,,,,,,,,,,,
PC PORTABLE DELL VOSTRO 3530,N1612PVNB3530-UBU-24,1,"Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i3-1305U, 12e génération, up to 4.5 GHz, 10 Mo de mémoire Cache - Mémoire 24 Go - Disque SSD 512 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Webcam - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,24 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I3-UBUS-32W11,1,"Écran 15.6"" Full HD - Processeur Intel Core i3-1215U, 12e génération, (jusqu'à 4.4 GHz, 10 Mo de mémoire Cache) - Mémoire 32 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1x prise casque - 1x HDMI 1.4 - 1x RJ-45 - Windows 11 Pro - Couleur Noir - Garantie 1 an Avec SACOCHE Offert",En stock,,Intel Core I3,,32 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO IDEAPAD SLIM 3 15AMN8,82XQ00DLFG-2Y,1,"Écran 15.6"" Full HD (1 920 x 1 080), IPS Antireflet - Processeur AMD Ryzen 5 7520U, (jusqu'à 4.3 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 512 Go NVMe - Carte graphique AMD Radeon 610M intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W - Caméra FHD 1080p - Wi-Fi 6 - Bluetooth 5.1 - 1x HDMI 1.4b - 1x prise combo casque/microphone (3.5 mm) - 1x USB-C 3.2 - 2x USB 3.2 - Couleur Gris arctique - Windows 11 - Garantie 2 ans 

Avec Sacoche Lenovo Offerte",Sur commande,,AMD Ryzen 5,,8 Go,512 Go SSD,AMD Radeon,,"14"" - 15.6""",Full HD,Non,,WiFi - Bluetooth,Webcam Avec Micro,2 Ans,
PC PORTABLE ASUS VIVOBOOK 15 X1504VA,X1504VA-NJ784W-16,1,"Écran 15.6"" Full HD (1920 x 1080), rétroéclairage LED,60 Hz, antireflet - Processeur Intel Core 3-100U, (jusqu'à 4,7 GHz,10 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Graphics - 1x USB 2.0 - 1x USB Type-C 3.2 - 2x USB 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur / Microphone intégré - Lecteur d'empreinte digitale - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Bleu calme - Garantie 1 an",En stock,,Intel Core 3,,16 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK GO 15 E1504FA,E1504FA-NJ475W,1,"Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 5 7520U, (jusqu’à 4.3 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur/Microphone intégrés - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Mixte Noir - Garantie 1 an",En stock,,AMD Ryzen 5,,8 Go,512 Go SSD,AMD Radeon,,"14"" - 15.6""",Full HD,,,WiFi - Bluetooth,Webcam Avec Micro,1 An,
PC PORTABLE DELL VOSTRO 3530,N1612PVNB3530-UBU-32,1,"Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i3-1305U, 12e génération, up to 4.5 GHz, 10 Mo de mémoire Cache - Mémoire 32 Go - Disque SSD 512 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Webcam - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,32 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,N1610PVNB3520EMEA0,1,"Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i5-1235U, 12e génération, up to 4.4 GHz, 12 Mo de mémoire Cache - Mémoire 8 Go - Disque SSD 512 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Webcam - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - Windows 11 - Couleur Noir - Garantie 1 an",Sur commande,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE ASUS VIVOBOOK 15 X1504VA,X1504VA-NJ784W-24,1,"Écran 15.6"" Full HD (1920 x 1080), rétroéclairage LED,60 Hz, antireflet - Processeur Intel Core 3-100U, (jusqu'à 4,7 GHz,10 Mo de mémoire cache) - Mémoire 24 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel Graphics - 1x USB 2.0 - 1x USB Type-C 3.2 - 2x USB 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur / Microphone intégré - Lecteur d'empreinte digitale - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Bleu calme - Garantie 1 an",En stock,,Intel Core 3,,24 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0055NK,A2AP1EA-32,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 32 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an",En stock,,Intel Core I3,,32 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,S-V3520I5-UBU,1,"Ecran 15.6 Full HD 120 Hz - Processeur Intel Core i5-1235U, (jusqu'à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go - Disque SSD 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de cartes - USB 2.0 - USB 3.2 - RJ45 -HDMI - Wifi - Bluetooth 5.0 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I5-UBU-12,1,"Ecran 15.6 Full HD 120 Hz - Processeur Intel Core i5-1235U, (jusqu'à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 12 Go - Disque SSD 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de cartes - USB 2.0 - USB 3.2 - RJ45 -HDMI - Wifi - Bluetooth 5.0 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,12 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO IP1,82VG00NXFG-2Y,1,"Écran 15.6"" FHD (1920x1080) - Processeur AMD Ryzen 5 7520U, ( 2.8 GHz up to 4.3 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core) - Mémoire 16 Go LPDDR5-5500 MHz - Disque SSD 512 Go M.2 PCIe 4.0 NVMe - Carte Graphique AMD Radeon 610M - 2x Haut-parleurs 1.5W - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi - Bluetooth 5.1 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x Ethernet (RJ-45) - 1x Jack (3.5 mm) - Couleur Noir -   Garantie 2 ans + Sacoche Lenovo T210 Offerte",Sur commande,,AMD Ryzen 5,,16 Go,512 Go SSD,Graphique Intégrée,,,,,,,,2 Ans,
PC PORTABLE DELL VOSTRO 3520,3520I5V-UBU-32,1,"Écran 15,6"" FHD, 120Hz - Processeur Processeur Intel Core i5-1235U, 12e génération, (jusqu'à 4.4 GHz, 12 Mo de mémoire Cache) - Mémoire 32 Go - Disque SSD 256 Go M.2, PCIe NVMe - Carte Graphique Intel UHD Graphics - Caméra HD 720p - WiFi - Bluetooth - USB 3.2 - 1 prise casque - 1x HDMI 1.4 - 1x RJ-45 - Lecteur de carte SD - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,32 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0267NK,A2AQ0EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 256 Go - Carte graphique Intel Iris Xe intégrée - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gris - Garantie 1 an",En stock,,Intel Core I5,,8 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I5-UBU-16,1,"Ecran 15.6 Full HD 120 Hz - Processeur Intel Core i5-1235U, (jusqu'à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 16 Go - Disque SSD 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de cartes - USB 2.0 - USB 3.2 - RJ45 -HDMI - Wifi - Bluetooth 5.0 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,16 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE DELL VOSTRO 3520,V3520I5-UBUW11P,1,"Ecran 15.6 Full HD 120 Hz - Processeur Intel Core i5-1235U, (jusqu'à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go - Disque SSD 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de cartes - USB 2.0 - USB 3.2 - RJ45 -HDMI - Wifi - Bluetooth 5.0 - Windows 11 Pro - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO THINKBOOK 16 G6 EN IRL,21KH00SPFE-2Y,1,"Écran 16"" WUXGA (1920x1200) IPS, antireflet - Processeur Intel Core i3-1315U, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR5-5200 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 2 W, Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - 1x USB 3.2 - 1x USB 3.2 - 1x USB-C 3.2 - 1x Thunderbolt 4 / USB4 - FreeDos - Couleur Gris arctique - Garantie 2 ans",En stock,,Intel Core I3,,8 Go,512 Go SSD,Graphique Intégrée,,"16""",WUXGA,Non,,,,2 Ans,
PC PORTABLE DELL VOSTRO 3520,V3520I5-UBU-24,1,"Ecran 15.6 Full HD 120 Hz - Processeur Intel Core i5-1235U, (jusqu'à 4.4 GHz, 12 Mo de mémoire cache) - Mémoire 24 Go - Disque SSD 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de cartes - USB 2.0 - USB 3.2 - RJ45 -HDMI - Wifi - Bluetooth 5.0 - FreeDos - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,24 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0097NK,A2AP8EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an",En stock,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0093NK,A2AP6EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Gold - Garantie 1 an",En stock,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0095NK,A2AP7EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Silver - Garantie 1 an",En stock,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0267NK,A2AQ0EA-W11P,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 256 Go - Carte graphique Intel Iris Xe intégrée - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 Pro - Couleur Gris - Garantie 1 an",En stock,,Intel Core I5,,8 Go,256 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
PC PORTABLE HP 15-FD0094NK,A2AP5EA,1,"Écran Full HD 15.6"" (1920 x 1080), antireflet - Processeur Intel Core i5-1334U 13e génération, (jusqu’à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel Iris Xe Graphics - Wi-Fi 6 - Bluetooth 5.3 - Clavier complet gris clair avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - 1x USB-C - 2x USB-A - 1x HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Bleu - Garantie 1 an",En stock,,Intel Core I5,,8 Go,512 Go SSD,Graphique Intégrée,,"14"" - 15.6""",Full HD,Non,,,,1 An,
